Provinsi,NamaKab/Kota,KodeKab/Kota,Lapangan pekerjaan,Jumlah individu yang bekerja
ACEH,KOTA SUBULUSSALAM,1175,Hortikultura,82
ACEH,KOTA SUBULUSSALAM,1175,Perkebunan,"3,584"
ACEH,KOTA SUBULUSSALAM,1175,Perikanan Tangkap,323
ACEH,KOTA SUBULUSSALAM,1175,Perikanan Budidaya,8
ACEH,KOTA SUBULUSSALAM,1175,Peternakan,27
ACEH,KOTA SUBULUSSALAM,1175,Kehutanan/ pertanian lainnya,113
ACEH,KOTA SUBULUSSALAM,1175,Pertambangan /penggalian,23
ACEH,KOTA SUBULUSSALAM,1175,Industri pengolahan,155
ACEH,KOTA SUBULUSSALAM,1175,Listrik dan gas,10
ACEH,KOTA SUBULUSSALAM,1175,Bangunan /konstruksi,835
ACEH,KOTA SUBULUSSALAM,1175,Perdagangan,682
ACEH,KOTA SUBULUSSALAM,1175,Hotel dan rumah makan,39
ACEH,KOTA SUBULUSSALAM,1175,Transportasi dan pergudangan,278
ACEH,KOTA SUBULUSSALAM,1175,Informasi & komunikasi,3
ACEH,KOTA SUBULUSSALAM,1175,Keuangan dan asuransi,1
ACEH,KOTA SUBULUSSALAM,1175,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",26
ACEH,KOTA SUBULUSSALAM,1175,Pemulung,245
ACEH,KOTA SUBULUSSALAM,1175,Lainnya,244
SUMATERA UTARA,NIAS,1201,Pertanian tanaman padi & palawija,"14,673"
SUMATERA UTARA,NIAS,1201,Hortikultura,161
SUMATERA UTARA,NIAS,1201,Perkebunan,"36,469"
SUMATERA UTARA,NIAS,1201,Perikanan Tangkap,364
SUMATERA UTARA,NIAS,1201,Perikanan Budidaya,9
SUMATERA UTARA,NIAS,1201,Peternakan,974
SUMATERA UTARA,NIAS,1201,Kehutanan/ pertanian lainnya,19
SUMATERA UTARA,NIAS,1201,Pertambangan /penggalian,205
SUMATERA UTARA,NIAS,1201,Industri pengolahan,71
SUMATERA UTARA,NIAS,1201,Listrik dan gas,7
SUMATERA UTARA,NIAS,1201,Bangunan /konstruksi,209
SUMATERA UTARA,NIAS,1201,Perdagangan,366
SUMATERA UTARA,NIAS,1201,Hotel dan rumah makan,24
SUMATERA UTARA,NIAS,1201,Transportasi dan pergudangan,83
SUMATERA UTARA,NIAS,1201,Informasi & komunikasi,5
SUMATERA UTARA,NIAS,1201,Keuangan dan asuransi,10
SUMATERA UTARA,NIAS,1201,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",202
SUMATERA UTARA,NIAS,1201,Pemulung,121
SUMATERA UTARA,NIAS,1201,Lainnya,731
SUMATERA UTARA,MANDAILING NATAL,1202,Pertanian tanaman padi & palawija,"18,824"
SUMATERA UTARA,MANDAILING NATAL,1202,Hortikultura,512
SUMATERA UTARA,MANDAILING NATAL,1202,Perkebunan,"17,987"
SUMATERA UTARA,MANDAILING NATAL,1202,Perikanan Tangkap,669
SUMATERA UTARA,MANDAILING NATAL,1202,Perikanan Budidaya,12
SUMATERA UTARA,MANDAILING NATAL,1202,Peternakan,110
SUMATERA UTARA,MANDAILING NATAL,1202,Kehutanan/ pertanian lainnya,412
SUMATERA UTARA,MANDAILING NATAL,1202,Pertambangan /penggalian,"3,187"
SUMATERA UTARA,MANDAILING NATAL,1202,Industri pengolahan,669
SUMATERA UTARA,MANDAILING NATAL,1202,Listrik dan gas,24
SUMATERA UTARA,MANDAILING NATAL,1202,Bangunan /konstruksi,"1,063"
SUMATERA UTARA,MANDAILING NATAL,1202,Perdagangan,"1,839"
SUMATERA UTARA,MANDAILING NATAL,1202,Hotel dan rumah makan,699
SUMATERA UTARA,MANDAILING NATAL,1202,Transportasi dan pergudangan,"1,131"
SUMATERA UTARA,MANDAILING NATAL,1202,Informasi & komunikasi,7
SUMATERA UTARA,MANDAILING NATAL,1202,Keuangan dan asuransi,10
SUMATERA UTARA,MANDAILING NATAL,1202,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",69
SUMATERA UTARA,MANDAILING NATAL,1202,Pemulung,"1,077"
SUMATERA UTARA,MANDAILING NATAL,1202,Lainnya,443
SUMATERA UTARA,TAPANULI SELATAN,1203,Pertanian tanaman padi & palawija,"19,070"
SUMATERA UTARA,TAPANULI SELATAN,1203,Hortikultura,"2,566"
SUMATERA UTARA,TAPANULI SELATAN,1203,Perkebunan,"10,720"
SUMATERA UTARA,TAPANULI SELATAN,1203,Perikanan Tangkap,121
SUMATERA UTARA,TAPANULI SELATAN,1203,Perikanan Budidaya,10
SUMATERA UTARA,TAPANULI SELATAN,1203,Peternakan,50
SUMATERA UTARA,TAPANULI SELATAN,1203,Kehutanan/ pertanian lainnya,575
SUMATERA UTARA,TAPANULI SELATAN,1203,Pertambangan /penggalian,133
SUMATERA UTARA,TAPANULI SELATAN,1203,Industri pengolahan,186
SUMATERA UTARA,TAPANULI SELATAN,1203,Listrik dan gas,6
SUMATERA UTARA,TAPANULI SELATAN,1203,Bangunan /konstruksi,333
SUMATERA UTARA,TAPANULI SELATAN,1203,Perdagangan,903
SUMATERA UTARA,TAPANULI SELATAN,1203,Hotel dan rumah makan,111
SUMATERA UTARA,TAPANULI SELATAN,1203,Transportasi dan pergudangan,320
SUMATERA UTARA,TAPANULI SELATAN,1203,Informasi & komunikasi,6
SUMATERA UTARA,TAPANULI SELATAN,1203,Keuangan dan asuransi,3
SUMATERA UTARA,TAPANULI SELATAN,1203,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",22
SUMATERA UTARA,TAPANULI SELATAN,1203,Pemulung,373
SUMATERA UTARA,TAPANULI SELATAN,1203,Lainnya,250
SUMATERA UTARA,TAPANULI TENGAH,1204,Pertanian tanaman padi & palawija,"19,920"
SUMATERA UTARA,TAPANULI TENGAH,1204,Hortikultura,670
SUMATERA UTARA,TAPANULI TENGAH,1204,Perkebunan,"19,425"
SUMATERA UTARA,TAPANULI TENGAH,1204,Perikanan Tangkap,"4,283"
SUMATERA UTARA,TAPANULI TENGAH,1204,Perikanan Budidaya,134
SUMATERA UTARA,TAPANULI TENGAH,1204,Peternakan,276
SUMATERA UTARA,TAPANULI TENGAH,1204,Kehutanan/ pertanian lainnya,426
SUMATERA UTARA,TAPANULI TENGAH,1204,Pertambangan /penggalian,267
SUMATERA UTARA,TAPANULI TENGAH,1204,Industri pengolahan,782
SUMATERA UTARA,TAPANULI TENGAH,1204,Listrik dan gas,78
SUMATERA UTARA,TAPANULI TENGAH,1204,Bangunan /konstruksi,"1,667"
SUMATERA UTARA,TAPANULI TENGAH,1204,Perdagangan,"2,576"
SUMATERA UTARA,TAPANULI TENGAH,1204,Hotel dan rumah makan,641
SUMATERA UTARA,TAPANULI TENGAH,1204,Transportasi dan pergudangan,"1,302"
SUMATERA UTARA,TAPANULI TENGAH,1204,Informasi & komunikasi,20
SUMATERA UTARA,TAPANULI TENGAH,1204,Keuangan dan asuransi,29
SUMATERA UTARA,TAPANULI TENGAH,1204,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",96
SUMATERA UTARA,TAPANULI TENGAH,1204,Pemulung,"1,461"
SUMATERA UTARA,TAPANULI TENGAH,1204,Lainnya,868
SUMATERA UTARA,TAPANULI UTARA,1205,Pertanian tanaman padi & palawija,"39,910"
SUMATERA UTARA,TAPANULI UTARA,1205,Hortikultura,"5,170"
SUMATERA UTARA,TAPANULI UTARA,1205,Perkebunan,"12,424"
SUMATERA UTARA,TAPANULI UTARA,1205,Perikanan Tangkap,28
SUMATERA UTARA,TAPANULI UTARA,1205,Perikanan Budidaya,13
SUMATERA UTARA,TAPANULI UTARA,1205,Peternakan,150
SUMATERA UTARA,TAPANULI UTARA,1205,Kehutanan/ pertanian lainnya,481
SUMATERA UTARA,TAPANULI UTARA,1205,Pertambangan /penggalian,149
SUMATERA UTARA,TAPANULI UTARA,1205,Industri pengolahan,"1,975"
SUMATERA UTARA,TAPANULI UTARA,1205,Listrik dan gas,9
SUMATERA UTARA,TAPANULI UTARA,1205,Bangunan /konstruksi,717
SUMATERA UTARA,TAPANULI UTARA,1205,Perdagangan,872
SUMATERA UTARA,TAPANULI UTARA,1205,Hotel dan rumah makan,141
SUMATERA UTARA,TAPANULI UTARA,1205,Transportasi dan pergudangan,610
SUMATERA UTARA,TAPANULI UTARA,1205,Informasi & komunikasi,10
SUMATERA UTARA,TAPANULI UTARA,1205,Keuangan dan asuransi,5
SUMATERA UTARA,TAPANULI UTARA,1205,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",72
SUMATERA UTARA,TAPANULI UTARA,1205,Pemulung,503
SUMATERA UTARA,TAPANULI UTARA,1205,Lainnya,161
SUMATERA UTARA,TOBA SAMOSIR,1206,Pertanian tanaman padi & palawija,"16,431"
SUMATERA UTARA,TOBA SAMOSIR,1206,Hortikultura,315
SUMATERA UTARA,TOBA SAMOSIR,1206,Perkebunan,"3,046"
SUMATERA UTARA,TOBA SAMOSIR,1206,Perikanan Tangkap,126
SUMATERA UTARA,TOBA SAMOSIR,1206,Perikanan Budidaya,23
SUMATERA UTARA,TOBA SAMOSIR,1206,Peternakan,195
SUMATERA UTARA,TOBA SAMOSIR,1206,Kehutanan/ pertanian lainnya,175
SUMATERA UTARA,TOBA SAMOSIR,1206,Pertambangan /penggalian,31
SUMATERA UTARA,TOBA SAMOSIR,1206,Industri pengolahan,395
SUMATERA UTARA,TOBA SAMOSIR,1206,Listrik dan gas,23
SUMATERA UTARA,TOBA SAMOSIR,1206,Bangunan /konstruksi,348
SUMATERA UTARA,TOBA SAMOSIR,1206,Perdagangan,203
SUMATERA UTARA,TOBA SAMOSIR,1206,Hotel dan rumah makan,159
SUMATERA UTARA,TOBA SAMOSIR,1206,Transportasi dan pergudangan,310
SUMATERA UTARA,TOBA SAMOSIR,1206,Informasi & komunikasi,5
SUMATERA UTARA,TOBA SAMOSIR,1206,Keuangan dan asuransi,4
SUMATERA UTARA,TOBA SAMOSIR,1206,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",19
SUMATERA UTARA,TOBA SAMOSIR,1206,Pemulung,225
SUMATERA UTARA,TOBA SAMOSIR,1206,Lainnya,77
SUMATERA UTARA,LABUHAN BATU,1207,Pertanian tanaman padi & palawija,"3,542"
SUMATERA UTARA,LABUHAN BATU,1207,Hortikultura,360
SUMATERA UTARA,LABUHAN BATU,1207,Perkebunan,"9,629"
SUMATERA UTARA,LABUHAN BATU,1207,Perikanan Tangkap,"1,880"
SUMATERA UTARA,LABUHAN BATU,1207,Perikanan Budidaya,10
SUMATERA UTARA,LABUHAN BATU,1207,Peternakan,51
SUMATERA UTARA,LABUHAN BATU,1207,Kehutanan/ pertanian lainnya,276
SUMATERA UTARA,LABUHAN BATU,1207,Pertambangan /penggalian,134
SUMATERA UTARA,LABUHAN BATU,1207,Industri pengolahan,317
SUMATERA UTARA,LABUHAN BATU,1207,Listrik dan gas,34
SUMATERA UTARA,LABUHAN BATU,1207,Bangunan /konstruksi,"1,360"
SUMATERA UTARA,LABUHAN BATU,1207,Perdagangan,"1,698"
SUMATERA UTARA,LABUHAN BATU,1207,Hotel dan rumah makan,90
SUMATERA UTARA,LABUHAN BATU,1207,Transportasi dan pergudangan,"1,717"
SUMATERA UTARA,LABUHAN BATU,1207,Informasi & komunikasi,31
SUMATERA UTARA,LABUHAN BATU,1207,Keuangan dan asuransi,13
SUMATERA UTARA,LABUHAN BATU,1207,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",116
SUMATERA UTARA,LABUHAN BATU,1207,Pemulung,"3,757"
SUMATERA UTARA,LABUHAN BATU,1207,Lainnya,"2,263"
SUMATERA UTARA,ASAHAN,1208,Pertanian tanaman padi & palawija,"3,431"
SUMATERA UTARA,ASAHAN,1208,Hortikultura,416
SUMATERA UTARA,ASAHAN,1208,Perkebunan,"12,564"
SUMATERA UTARA,ASAHAN,1208,Perikanan Tangkap,"6,179"
SUMATERA UTARA,ASAHAN,1208,Perikanan Budidaya,75
SUMATERA UTARA,ASAHAN,1208,Peternakan,479
SUMATERA UTARA,ASAHAN,1208,Kehutanan/ pertanian lainnya,387
SUMATERA UTARA,ASAHAN,1208,Pertambangan /penggalian,104
SUMATERA UTARA,ASAHAN,1208,Industri pengolahan,"3,912"
SUMATERA UTARA,ASAHAN,1208,Listrik dan gas,40
SUMATERA UTARA,ASAHAN,1208,Bangunan /konstruksi,"3,722"
SUMATERA UTARA,ASAHAN,1208,Perdagangan,"2,937"
SUMATERA UTARA,ASAHAN,1208,Hotel dan rumah makan,732
SUMATERA UTARA,ASAHAN,1208,Transportasi dan pergudangan,"2,077"
SUMATERA UTARA,ASAHAN,1208,Informasi & komunikasi,27
SUMATERA UTARA,ASAHAN,1208,Keuangan dan asuransi,25
SUMATERA UTARA,ASAHAN,1208,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",152
SUMATERA UTARA,ASAHAN,1208,Pemulung,"4,739"
SUMATERA UTARA,ASAHAN,1208,Lainnya,"1,677"
SUMATERA UTARA,SIMALUNGUN,1209,Pertanian tanaman padi & palawija,"24,662"
SUMATERA UTARA,SIMALUNGUN,1209,Hortikultura,"6,275"
SUMATERA UTARA,SIMALUNGUN,1209,Perkebunan,"14,783"
SUMATERA UTARA,SIMALUNGUN,1209,Perikanan Tangkap,179
SUMATERA UTARA,SIMALUNGUN,1209,Perikanan Budidaya,133
SUMATERA UTARA,SIMALUNGUN,1209,Peternakan,467
SUMATERA UTARA,SIMALUNGUN,1209,Kehutanan/ pertanian lainnya,405
SUMATERA UTARA,SIMALUNGUN,1209,Pertambangan /penggalian,328
SUMATERA UTARA,SIMALUNGUN,1209,Industri pengolahan,"2,602"
SUMATERA UTARA,SIMALUNGUN,1209,Listrik dan gas,61
SUMATERA UTARA,SIMALUNGUN,1209,Bangunan /konstruksi,"3,905"
SUMATERA UTARA,SIMALUNGUN,1209,Perdagangan,"2,971"
SUMATERA UTARA,SIMALUNGUN,1209,Hotel dan rumah makan,819
SUMATERA UTARA,SIMALUNGUN,1209,Transportasi dan pergudangan,"2,007"
SUMATERA UTARA,SIMALUNGUN,1209,Informasi & komunikasi,19
SUMATERA UTARA,SIMALUNGUN,1209,Keuangan dan asuransi,24
SUMATERA UTARA,SIMALUNGUN,1209,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",101
SUMATERA UTARA,SIMALUNGUN,1209,Pemulung,"3,878"
SUMATERA UTARA,SIMALUNGUN,1209,Lainnya,"4,320"
SUMATERA UTARA,DAIRI,1210,Pertanian tanaman padi & palawija,"24,418"
SUMATERA UTARA,DAIRI,1210,Hortikultura,"4,415"
SUMATERA UTARA,DAIRI,1210,Perkebunan,"13,246"
SUMATERA UTARA,DAIRI,1210,Perikanan Tangkap,13
SUMATERA UTARA,DAIRI,1210,Perikanan Budidaya,8
SUMATERA UTARA,DAIRI,1210,Peternakan,116
SUMATERA UTARA,DAIRI,1210,Kehutanan/ pertanian lainnya,20
SUMATERA UTARA,DAIRI,1210,Pertambangan /penggalian,29
SUMATERA UTARA,DAIRI,1210,Industri pengolahan,133
SUMATERA UTARA,DAIRI,1210,Listrik dan gas,17
SUMATERA UTARA,DAIRI,1210,Bangunan /konstruksi,490
SUMATERA UTARA,DAIRI,1210,Perdagangan,730
SUMATERA UTARA,DAIRI,1210,Hotel dan rumah makan,63
SUMATERA UTARA,DAIRI,1210,Transportasi dan pergudangan,558
SUMATERA UTARA,DAIRI,1210,Informasi & komunikasi,5
SUMATERA UTARA,DAIRI,1210,Keuangan dan asuransi,4
SUMATERA UTARA,DAIRI,1210,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",37
SUMATERA UTARA,DAIRI,1210,Pemulung,563
SUMATERA UTARA,DAIRI,1210,Lainnya,326
SUMATERA UTARA,KARO,1211,Pertanian tanaman padi & palawija,"21,112"
SUMATERA UTARA,KARO,1211,Hortikultura,"21,317"
SUMATERA UTARA,KARO,1211,Perkebunan,"3,223"
SUMATERA UTARA,KARO,1211,Perikanan Tangkap,13
SUMATERA UTARA,KARO,1211,Perikanan Budidaya,7
SUMATERA UTARA,KARO,1211,Peternakan,182
SUMATERA UTARA,KARO,1211,Kehutanan/ pertanian lainnya,64
SUMATERA UTARA,KARO,1211,Pertambangan /penggalian,23
SUMATERA UTARA,KARO,1211,Industri pengolahan,283
SUMATERA UTARA,KARO,1211,Listrik dan gas,14
SUMATERA UTARA,KARO,1211,Bangunan /konstruksi,798
SUMATERA UTARA,KARO,1211,Perdagangan,"1,061"
SUMATERA UTARA,KARO,1211,Hotel dan rumah makan,429
SUMATERA UTARA,KARO,1211,Transportasi dan pergudangan,"1,096"
SUMATERA UTARA,KARO,1211,Informasi & komunikasi,33
SUMATERA UTARA,KARO,1211,Keuangan dan asuransi,8
SUMATERA UTARA,KARO,1211,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",52
SUMATERA UTARA,KARO,1211,Pemulung,"1,464"
SUMATERA UTARA,KARO,1211,Lainnya,636
SUMATERA UTARA,DELI SERDANG,1212,Pertanian tanaman padi & palawija,"33,955"
SUMATERA UTARA,DELI SERDANG,1212,Hortikultura,954
SUMATERA UTARA,DELI SERDANG,1212,Perkebunan,"5,625"
SUMATERA UTARA,DELI SERDANG,1212,Perikanan Tangkap,"3,183"
SUMATERA UTARA,DELI SERDANG,1212,Perikanan Budidaya,236
SUMATERA UTARA,DELI SERDANG,1212,Peternakan,"1,803"
SUMATERA UTARA,DELI SERDANG,1212,Kehutanan/ pertanian lainnya,806
SUMATERA UTARA,DELI SERDANG,1212,Pertambangan /penggalian,138
SUMATERA UTARA,DELI SERDANG,1212,Industri pengolahan,"11,110"
SUMATERA UTARA,DELI SERDANG,1212,Listrik dan gas,243
SUMATERA UTARA,DELI SERDANG,1212,Bangunan /konstruksi,"20,720"
SUMATERA UTARA,DELI SERDANG,1212,Perdagangan,"7,793"
SUMATERA UTARA,DELI SERDANG,1212,Hotel dan rumah makan,847
SUMATERA UTARA,DELI SERDANG,1212,Transportasi dan pergudangan,"6,059"
SUMATERA UTARA,DELI SERDANG,1212,Informasi & komunikasi,119
SUMATERA UTARA,DELI SERDANG,1212,Keuangan dan asuransi,89
SUMATERA UTARA,DELI SERDANG,1212,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",458
SUMATERA UTARA,DELI SERDANG,1212,Pemulung,"11,702"
SUMATERA UTARA,DELI SERDANG,1212,Lainnya,"13,666"
SUMATERA UTARA,LANGKAT,1213,Pertanian tanaman padi & palawija,"17,928"
SUMATERA UTARA,LANGKAT,1213,Hortikultura,897
SUMATERA UTARA,LANGKAT,1213,Perkebunan,"26,314"
SUMATERA UTARA,LANGKAT,1213,Perikanan Tangkap,"10,151"
SUMATERA UTARA,LANGKAT,1213,Perikanan Budidaya,483
SUMATERA UTARA,LANGKAT,1213,Peternakan,"1,237"
SUMATERA UTARA,LANGKAT,1213,Kehutanan/ pertanian lainnya,"2,509"
SUMATERA UTARA,LANGKAT,1213,Pertambangan /penggalian,976
SUMATERA UTARA,LANGKAT,1213,Industri pengolahan,"4,734"
SUMATERA UTARA,LANGKAT,1213,Listrik dan gas,145
SUMATERA UTARA,LANGKAT,1213,Bangunan /konstruksi,"13,496"
SUMATERA UTARA,LANGKAT,1213,Perdagangan,"7,630"
SUMATERA UTARA,LANGKAT,1213,Hotel dan rumah makan,"1,218"
SUMATERA UTARA,LANGKAT,1213,Transportasi dan pergudangan,"4,429"
SUMATERA UTARA,LANGKAT,1213,Informasi & komunikasi,87
SUMATERA UTARA,LANGKAT,1213,Keuangan dan asuransi,60
SUMATERA UTARA,LANGKAT,1213,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",267
SUMATERA UTARA,LANGKAT,1213,Pemulung,"9,068"
SUMATERA UTARA,LANGKAT,1213,Lainnya,"12,826"
SUMATERA UTARA,NIAS SELATAN,1214,Pertanian tanaman padi & palawija,"49,116"
SUMATERA UTARA,NIAS SELATAN,1214,Hortikultura,489
SUMATERA UTARA,NIAS SELATAN,1214,Perkebunan,"53,533"
SUMATERA UTARA,NIAS SELATAN,1214,Perikanan Tangkap,"2,195"
SUMATERA UTARA,NIAS SELATAN,1214,Perikanan Budidaya,23
SUMATERA UTARA,NIAS SELATAN,1214,Peternakan,"1,087"
SUMATERA UTARA,NIAS SELATAN,1214,Kehutanan/ pertanian lainnya,379
SUMATERA UTARA,NIAS SELATAN,1214,Pertambangan /penggalian,449
SUMATERA UTARA,NIAS SELATAN,1214,Industri pengolahan,151
SUMATERA UTARA,NIAS SELATAN,1214,Listrik dan gas,18
SUMATERA UTARA,NIAS SELATAN,1214,Bangunan /konstruksi,655
SUMATERA UTARA,NIAS SELATAN,1214,Perdagangan,393
SUMATERA UTARA,NIAS SELATAN,1214,Hotel dan rumah makan,36
SUMATERA UTARA,NIAS SELATAN,1214,Transportasi dan pergudangan,175
SUMATERA UTARA,NIAS SELATAN,1214,Informasi & komunikasi,7
SUMATERA UTARA,NIAS SELATAN,1214,Keuangan dan asuransi,11
SUMATERA UTARA,NIAS SELATAN,1214,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",178
SUMATERA UTARA,NIAS SELATAN,1214,Pemulung,285
SUMATERA UTARA,NIAS SELATAN,1214,Lainnya,"2,901"
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Pertanian tanaman padi & palawija,"16,711"
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Hortikultura,"4,951"
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Perkebunan,"12,346"
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Perikanan Tangkap,8
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Perikanan Budidaya,1
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Peternakan,255
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Kehutanan/ pertanian lainnya,226
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Pertambangan /penggalian,131
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Industri pengolahan,106
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Listrik dan gas,7
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Bangunan /konstruksi,284
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Perdagangan,223
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Hotel dan rumah makan,110
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Transportasi dan pergudangan,182
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Informasi & komunikasi,3
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Keuangan dan asuransi,0
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",23
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Pemulung,93
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Lainnya,15
SUMATERA UTARA,PAKPAK BHARAT,1216,Pertanian tanaman padi & palawija,"4,431"
SUMATERA UTARA,PAKPAK BHARAT,1216,Hortikultura,107
SUMATERA UTARA,PAKPAK BHARAT,1216,Perkebunan,"1,214"
SUMATERA UTARA,PAKPAK BHARAT,1216,Perikanan Tangkap,6
SUMATERA UTARA,PAKPAK BHARAT,1216,Perikanan Budidaya,0
SUMATERA UTARA,PAKPAK BHARAT,1216,Peternakan,0
SUMATERA UTARA,PAKPAK BHARAT,1216,Kehutanan/ pertanian lainnya,48
SUMATERA UTARA,PAKPAK BHARAT,1216,Pertambangan /penggalian,10
SUMATERA UTARA,PAKPAK BHARAT,1216,Industri pengolahan,7
SUMATERA UTARA,PAKPAK BHARAT,1216,Listrik dan gas,0
SUMATERA UTARA,PAKPAK BHARAT,1216,Bangunan /konstruksi,42
SUMATERA UTARA,PAKPAK BHARAT,1216,Perdagangan,35
SUMATERA UTARA,PAKPAK BHARAT,1216,Hotel dan rumah makan,4
SUMATERA UTARA,PAKPAK BHARAT,1216,Transportasi dan pergudangan,16
SUMATERA UTARA,PAKPAK BHARAT,1216,Informasi & komunikasi,0
SUMATERA UTARA,PAKPAK BHARAT,1216,Keuangan dan asuransi,0
SUMATERA UTARA,PAKPAK BHARAT,1216,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",6
SUMATERA UTARA,PAKPAK BHARAT,1216,Pemulung,17
SUMATERA UTARA,PAKPAK BHARAT,1216,Lainnya,4
SUMATERA UTARA,SAMOSIR,1217,Pertanian tanaman padi & palawija,"10,659"
SUMATERA UTARA,SAMOSIR,1217,Hortikultura,"1,629"
SUMATERA UTARA,SAMOSIR,1217,Perkebunan,"7,712"
SUMATERA UTARA,SAMOSIR,1217,Perikanan Tangkap,147
SUMATERA UTARA,SAMOSIR,1217,Perikanan Budidaya,22
SUMATERA UTARA,SAMOSIR,1217,Peternakan,483
SUMATERA UTARA,SAMOSIR,1217,Kehutanan/ pertanian lainnya,14
SUMATERA UTARA,SAMOSIR,1217,Pertambangan /penggalian,17
SUMATERA UTARA,SAMOSIR,1217,Industri pengolahan,341
SUMATERA UTARA,SAMOSIR,1217,Listrik dan gas,0
SUMATERA UTARA,SAMOSIR,1217,Bangunan /konstruksi,79
SUMATERA UTARA,SAMOSIR,1217,Perdagangan,365
SUMATERA UTARA,SAMOSIR,1217,Hotel dan rumah makan,131
SUMATERA UTARA,SAMOSIR,1217,Transportasi dan pergudangan,135
SUMATERA UTARA,SAMOSIR,1217,Informasi & komunikasi,1
SUMATERA UTARA,SAMOSIR,1217,Keuangan dan asuransi,1
SUMATERA UTARA,SAMOSIR,1217,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",25
SUMATERA UTARA,SAMOSIR,1217,Pemulung,78
SUMATERA UTARA,SAMOSIR,1217,Lainnya,116
SUMATERA UTARA,SERDANG BEDAGAI,1218,Pertanian tanaman padi & palawija,"16,500"
SUMATERA UTARA,SERDANG BEDAGAI,1218,Hortikultura,458
SUMATERA UTARA,SERDANG BEDAGAI,1218,Perkebunan,"6,304"
SUMATERA UTARA,SERDANG BEDAGAI,1218,Perikanan Tangkap,"4,393"
SUMATERA UTARA,SERDANG BEDAGAI,1218,Perikanan Budidaya,165
SUMATERA UTARA,SERDANG BEDAGAI,1218,Peternakan,747
SUMATERA UTARA,SERDANG BEDAGAI,1218,Kehutanan/ pertanian lainnya,344
SUMATERA UTARA,SERDANG BEDAGAI,1218,Pertambangan /penggalian,133
SUMATERA UTARA,SERDANG BEDAGAI,1218,Industri pengolahan,"3,526"
SUMATERA UTARA,SERDANG BEDAGAI,1218,Listrik dan gas,60
SUMATERA UTARA,SERDANG BEDAGAI,1218,Bangunan /konstruksi,"3,521"
SUMATERA UTARA,SERDANG BEDAGAI,1218,Perdagangan,"3,301"
SUMATERA UTARA,SERDANG BEDAGAI,1218,Hotel dan rumah makan,686
SUMATERA UTARA,SERDANG BEDAGAI,1218,Transportasi dan pergudangan,"1,807"
SUMATERA UTARA,SERDANG BEDAGAI,1218,Informasi & komunikasi,22
SUMATERA UTARA,SERDANG BEDAGAI,1218,Keuangan dan asuransi,14
SUMATERA UTARA,SERDANG BEDAGAI,1218,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",87
SUMATERA UTARA,SERDANG BEDAGAI,1218,Pemulung,"4,370"
